GENART;LDATE;LKZ;DLNR;DLNRBEZ;QTY_POS
4921;"2026/2";"EEU";4342;"TCMATIC";78
4921;"2026/2";"Other";68;"ZF";113
4921;"2026/2";"Croatia";101;"FEBI BILSTEIN";271
4921;"2026/2";"Spain";144;"MEYLE";21
4921;"2026/2";"Switzerland";101;"FEBI BILSTEIN";68
4921;"2026/2";"West Europe";101;"FEBI BILSTEIN";60
4921;"2026/2";"Slovenia";162;"VAICO";66
4921;"2026/2";"Germany";403;"MAXGEAR";4
4921;"2026/2";"West Europe";144;"MEYLE";181
4921;"2026/2";"West Europe";403;"MAXGEAR";3
4921;"2026/2";"Other";68;"ZF";6
4921;"2026/2";"EEU";162;"VAICO";10
4921;"2026/2";"Nordic";4342;"TCMATIC";2
4921;"2026/2";"West Europe";68;"ZF";16
4921;"2026/2";"Croatia";151;"SWAG";146
4921;"2026/2";"EEU";209;"TRUCKTEC AUTOMOTIVE";3
4921;"2026/2";"Nordic";209;"TRUCKTEC AUTOMOTIVE";1
4921;"2026/2";"West Europe";403;"MAXGEAR";1
4921;"2026/2";"Nordic";162;"VAICO";2
4921;"2026/2";"Nordic";144;"MEYLE";2
4921;"2026/2";"West Europe";101;"FEBI BILSTEIN";90
4921;"2026/2";"Balkan";68;"ZF";412
4921;"2026/2";"Spain";101;"FEBI BILSTEIN";5
4921;"2026/2";"West Europe";68;"ZF";10
4921;"2026/2";"Balkan";151;"SWAG";55
4921;"2026/2";"Austria";209;"TRUCKTEC AUTOMOTIVE";1
4921;"2026/2";"Nordic";68;"ZF";16
4921;"2026/2";"Nordic";162;"VAICO";362
4921;"2026/2";"SEE";144;"MEYLE";1
4921;"2026/2";"Croatia";-1;"Eigenmarken";1
4921;"2026/2";"SEE";-1;"Eigenmarken";7
4921;"2026/2";"EEU";-1;"Eigenmarken";101
4921;"2026/2";"Austria";-1;"Eigenmarken";14
4921;"2026/2";"N";-1;"Eigenmarken";8
4921;"2026/2";"Nordic";-1;"Eigenmarken";1
4921;"2026/2";"Germany";-1;"Eigenmarken";1511
4921;"2026/2";"West Europe";-1;"Eigenmarken";11
4921;"2026/2";"West Europe";-1;"Eigenmarken";5
4921;"2026/2";"Nordic";-1;"Eigenmarken";4
4921;"2026/2";"EEU";-1;"Eigenmarken";3
4921;"2026/2";"B";-1;"Eigenmarken";8
4921;"2026/2";"Balkan";-1;"Eigenmarken";8
4921;"2026/2";"Nordic";-1;"Eigenmarken";16
4921;"2026/2";"Romania";-1;"Eigenmarken";89
