GENARTNR;GENARTDESCR;NORMSEARCHWORD;QTY_POS;RATIO (%);HENGST FILTER;FEBI BILSTEIN;MEYLE;SWAG;VAICO;TRUCKTEC AUTOMOTIVE;ORIGINAL Sch?ferbarthold;TCMATIC;AIC;ZF
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298126;14;0,0478;0;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1090298127;11;0,0375;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298066;9;0,0307;0;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298067;10;0,0341;0;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1091298082;1;0,0034;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;109308;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;109503800A;2;0,0068;0;1;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;109626;1;0,0034;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298018;6;0,0205;0;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298018ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298019;19;0,0648;0;0;1;0;1;1;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298020;14;0,0478;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298021;1;0,0034;0;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1102298024;1;0,0034;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298006;76;0,2593;0;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298007;49;0,1672;0;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298112;31;0,1058;1;0;1;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298112ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298113;33;0,1126;1;0;1;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;110329811368;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1103298113ZF;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298050;8;0,0273;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298051;7;0,0239;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298054;5;0,0171;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298055;10;0,0341;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1104298059;3;0,0102;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1105298009;1;0,0034;1;0;0;0;0;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1105298010;3;0,0102;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1109298030;8;0,0273;0;0;0;0;1;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1109298031;22;0,075;0;0;0;0;1;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1110216;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1111298031;69;0,2354;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1111298032;72;0,2456;0;0;0;0;1;0;0;1;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1111298032ZF;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11141350001;9;0,0307;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11141350001XK;2;0,0068;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11141350002;11;0,0375;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11157355;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11161626;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11166450;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11172322;7;0,0239;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11179782;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11180956;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11186463;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11186567;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11210845;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11228485;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11255237;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1126298159;4;0,0136;0;0;0;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;11350349;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11390607;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11419164;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11436016;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446273;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446435;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446461;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446471;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11446483;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11457108;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11483628;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11546772;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11609316;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11614850;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1161540;2;0,0068;0;0;1;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11619327;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11631594;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11634816;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11634818;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11635704;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11635706;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11647318;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11666098;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11676266;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11700165;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11724941;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11724958;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11724959;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11740467;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11744802;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755618;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755710;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755714;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755715;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755721;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755722;13;0,0443;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755726;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11755811;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11771899;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11799177;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;11863749;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;119343;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1196432;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1196444;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1212107001;1;0,0034;0;0;0;0;1;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1219127;2;0,0068;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;123079;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1262770295;5;0,0171;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1271110018;1;0,0034;0;1;1;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1271120003;1;0,0034;0;0;0;0;0;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1292770195;2;0,0068;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13001005;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1301800069;1;0,0034;0;1;0;1;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1305783;2;0,0068;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V103025;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V103220;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V103223;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V103225;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V103226;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V104991;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V105390XXL;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V202090XXL;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V204186;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V250796;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V250796XXL;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V302257;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V302377;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1321V330533;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13267913;14;0,0478;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13267915;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13267958;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13365388;9;0,0307;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13365391;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399062;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399063;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399071;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399074;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399075;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399076;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13399077;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13434104;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446086;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446088;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446089;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446091;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446092;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446094;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446095;73;0,249;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446096;25;0,0853;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446098;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446100;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13446101;23;0,0785;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13457995;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13457996;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13457998;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13457999;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458000;16;0,0546;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458001;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458003;16;0,0546;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458006;8;0,0273;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458007;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458008;8;0,0273;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458009;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13458010;6;0,0205;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1351012;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13626420;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13626519;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13627072;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13627073;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13739226;11;0,0375;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13745085;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;138066209;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13892394;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;139546;9;0,0307;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;13981036;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1401865;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1402700861;1;0,0034;0;0;1;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1402710080;4;0,0136;1;0;1;0;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1402770095;26;0,0887;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055402;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055412;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055414;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055415;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055417;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14055956;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;141481;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14157411;10;0,0341;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14182227;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14213872;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14215015;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14240448;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14240451;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14254368;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14314463;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14317582;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14317583;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1443166;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1446439;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14583461;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598318;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598319;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598330;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598332;17;0,058;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598335;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598338;66;0,2251;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598339;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598343;8;0,0273;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598344;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598350;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598357;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14598359;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14729310;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;148105390BEK;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1481087298364;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853823;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853829;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853833;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853845;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853846;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853848;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853852;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853857;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14853868;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14893552;7;0,0239;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1491586;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;14981891;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;150282;8;0,0273;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;150283;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;150284;3;0,0102;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;150285;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;152004740R;10;0,0341;0;0;1;0;1;0;0;1;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;152046;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;152049;5;0,0171;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;152065;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;15208HG00B;1;0,0034;0;0;1;0;0;0;0;0;0;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;1525141;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;153095;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;154984;12;0,0409;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1564960;5;0,0171;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1564965;2;0,0068;0;0;1;0;1;0;0;1;1;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;156615;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;157262;2;0,0068;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;157271;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;15801087298360;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;15805961308372;1;0,0034;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;1589089;156;0,5322;1;1;1;1;1;0;0;1;1;1
4921;Teilesatz, Automatikgetriebe-?lwechsel;159062;4;0,0136;0;0;0;0;0;0;0;0;0;0
4921;Teilesatz, Automatikgetriebe-?lwechsel;159667;1;0,0034;0;0;0;0;0;0;0;0;0;0
