GENART_DESC;GENARTNR;TYPENR;BSK_POS;RATIO (%);AISIN;Schaeffler LuK;BLUE PRINT;EXEDY;VALEO;JAPANPARTS;HERTH+BUSS JAKOPARTS;WESTLAKE;RYMEC;SACHS
Kupplungssatz;479;137660;2;0,0012;2;1;0;0;5;0;0;0;0;1
Kupplungssatz;479;27898;1;0,0006;1;1;0;1;1;1;0;0;0;1
Kupplungssatz;479;106282;5;0,0031;2;1;2;1;2;0;0;0;2;2
Kupplungssatz;479;4727;1;0,0006;1;1;1;1;1;1;0;0;0;1
Kupplungssatz;479;26647;2;0,0012;1;1;0;1;1;1;1;0;0;0
Kupplungssatz;479;120843;1;0,0006;1;1;0;1;2;0;0;0;0;2
Kupplungssatz;479;27513;3;0,0018;3;2;2;2;3;1;2;3;2;4
Kupplungssatz;479;17463;4;0,0025;1;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;55259;2;0,0012;0;1;0;0;1;0;0;0;0;0
Kupplungssatz;479;20633;1;0,0006;0;0;0;0;1;0;0;0;1;0
Kupplungssatz;479;32971;1;0,0006;1;2;1;1;3;1;1;2;2;2
Kupplungssatz;479;15901;123;0,0756;1;5;3;1;6;2;2;2;3;4
Kupplungssatz;479;28138;5;0,0031;2;6;2;4;6;1;2;1;2;4
Kupplungssatz;479;50635;9;0,0055;2;2;3;1;1;2;0;0;1;0
Kupplungssatz;479;8923;25;0,0154;3;1;1;2;2;1;1;2;1;1
Kupplungssatz;479;56765;3;0,0018;0;1;1;0;0;0;1;0;0;0
Kupplungssatz;479;19902;1;0,0006;1;2;1;1;1;2;1;0;2;1
Kupplungssatz;479;147866;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;1840;14;0,0086;1;1;1;1;2;1;0;1;1;1
Kupplungssatz;479;108443;1;0,0006;0;0;2;0;0;0;0;0;0;0
Kupplungssatz;479;14691;18;0,0111;1;1;1;1;2;1;1;0;0;1
Kupplungssatz;479;138602;2;0,0012;0;1;1;0;2;0;0;0;1;1
Kupplungssatz;479;50;19;0,0117;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;32175;3;0,0018;1;2;2;2;3;0;0;2;3;2
Kupplungssatz;479;32119;9;0,0055;2;2;2;2;3;0;0;0;2;2
Kupplungssatz;479;990;1;0,0006;0;0;0;0;0;0;0;1;1;0
Kupplungssatz;479;145288;3;0,0018;0;2;0;2;6;0;0;0;0;3
Kupplungssatz;479;1,06000105E+11;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;117375;3;0,0018;0;2;1;0;2;0;1;0;0;2
Kupplungssatz;479;1556;1;0,0006;0;1;0;0;1;0;0;0;1;2
Kupplungssatz;479;133259;3;0,0018;0;2;1;2;4;1;1;0;1;1
Kupplungssatz;479;11131;12;0,0074;1;1;0;1;3;1;1;1;1;1
Kupplungssatz;479;15944;36;0,0221;1;2;1;2;3;2;1;3;2;2
Kupplungssatz;479;21473;1;0,0006;0;2;1;1;3;0;0;0;0;1
Kupplungssatz;479;16686;6;0,0037;1;1;2;1;1;1;1;2;2;1
Kupplungssatz;479;15534;15;0,0092;1;2;3;1;3;0;0;2;2;3
Kupplungssatz;479;133679;1;0,0006;0;4;0;2;6;0;1;0;1;2
Kupplungssatz;479;19363;3;0,0018;0;2;1;1;2;1;2;0;1;1
Kupplungssatz;479;18575;5;0,0031;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;4607;2;0,0012;0;1;0;1;0;1;0;0;0;0
Kupplungssatz;479;117805;8;0,0049;1;0;1;1;0;1;1;0;1;0
Kupplungssatz;479;17248;2;0,0012;2;2;2;2;3;0;0;0;3;5
Kupplungssatz;479;10682;10;0,0061;1;1;1;1;1;1;1;1;1;0
Kupplungssatz;479;18921;4;0,0025;1;2;3;2;3;0;1;1;0;2
Kupplungssatz;479;146316;9;0,0055;0;1;0;1;2;0;0;0;0;0
Kupplungssatz;479;23491;14;0,0086;2;2;2;2;3;1;2;2;2;4
Kupplungssatz;479;155013;4;0,0025;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;13056;3;0,0018;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;33714;3;0,0018;1;1;1;2;2;3;0;0;0;1
Kupplungssatz;479;126648;1;0,0006;1;2;3;2;0;0;0;0;0;0
Kupplungssatz;479;32046;1;0,0006;2;2;0;2;0;1;0;0;2;2
Kupplungssatz;479;133562;3;0,0018;0;3;1;1;1;0;1;0;0;2
Kupplungssatz;479;8768;6;0,0037;1;1;1;0;0;0;0;1;1;3
Kupplungssatz;479;6317;3;0,0018;1;1;0;1;1;0;0;0;1;3
Kupplungssatz;479;142438;1;0,0006;0;0;0;0;4;0;0;0;0;2
Kupplungssatz;479;34972;1;0,0006;4;2;0;0;2;1;0;0;3;1
Kupplungssatz;479;18983;3;0,0018;1;2;1;1;1;1;0;0;0;1
Kupplungssatz;479;23164;192;0,1179;1;5;1;2;3;0;2;0;1;3
Kupplungssatz;479;55077;31;0,019;1;4;1;1;5;1;2;1;2;1
Kupplungssatz;479;14106;3;0,0018;4;2;4;2;3;5;3;4;3;2
Kupplungssatz;479;34914;7;0,0043;1;2;1;2;3;0;2;0;1;6
Kupplungssatz;479;22670;1;0,0006;0;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;32705;1;0,0006;2;7;4;3;4;0;0;1;11;9
Kupplungssatz;479;34948;47;0,0289;1;1;1;1;3;1;1;2;1;2
Kupplungssatz;479;28589;6;0,0037;0;2;1;1;1;0;0;1;1;1
Kupplungssatz;479;5600;57;0,035;1;4;2;1;4;0;0;1;1;2
Kupplungssatz;479;128299;8;0,0049;0;3;0;2;3;0;0;0;1;2
Kupplungssatz;479;5616;11;0,0068;1;2;2;1;2;1;0;1;2;2
Kupplungssatz;479;16588;2;0,0012;2;2;1;1;4;2;0;1;2;3
Kupplungssatz;479;6696;4;0,0025;2;2;2;2;5;2;2;3;0;1
Kupplungssatz;479;131603;5;0,0031;2;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;111920;14;0,0086;1;2;1;2;4;1;1;0;3;3
Kupplungssatz;479;24536;16;0,0098;2;3;2;1;4;1;2;4;1;4
Kupplungssatz;479;55590;4;0,0025;0;3;0;2;4;0;0;0;1;2
Kupplungssatz;479;22472;59;0,0362;1;1;0;0;0;2;1;1;1;1
Kupplungssatz;479;5626;8;0,0049;1;1;1;1;3;0;0;1;1;1
Kupplungssatz;479;117091;37;0,0227;0;6;0;4;0;0;0;0;0;2
Kupplungssatz;479;10885;1;0,0006;3;5;3;5;5;0;1;3;8;6
Kupplungssatz;479;111861;16;0,0098;0;3;0;2;4;0;0;0;3;1
Kupplungssatz;479;16225;15;0,0092;0;1;1;2;1;1;0;0;1;1
Kupplungssatz;479;55332;36;0,0221;2;2;1;2;4;0;0;0;2;1
Kupplungssatz;479;116680;5;0,0031;1;3;1;2;1;0;0;1;2;1
Kupplungssatz;479;33173;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;138632;10;0,0061;0;1;0;1;0;0;0;0;1;0
Kupplungssatz;479;120815;4;0,0025;1;1;1;2;4;0;1;0;1;1
Kupplungssatz;479;141131;2;0,0012;0;1;0;1;0;0;0;0;0;0
Kupplungssatz;479;29984;2;0,0012;2;5;1;3;3;1;0;1;2;3
Kupplungssatz;479;107754;2;0,0012;0;3;2;2;4;0;0;0;2;3
Kupplungssatz;479;142472;4;0,0025;0;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;130755;22;0,0135;0;1;1;1;5;1;1;0;0;1
Kupplungssatz;479;17907;13;0,008;0;1;1;1;2;1;1;0;1;2
Kupplungssatz;479;1059;3;0,0018;1;2;2;1;0;0;0;0;0;0
Kupplungssatz;479;12472;14;0,0086;0;2;1;2;3;0;1;0;1;3
Kupplungssatz;479;117261;4;0,0025;0;1;0;5;1;0;0;0;0;0
Kupplungssatz;479;15116;3;0,0018;4;5;4;2;5;2;0;2;4;2
Kupplungssatz;479;1854;2;0,0012;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;75;2;0,0012;3;2;0;3;3;0;2;0;2;3
Kupplungssatz;479;4875;8;0,0049;1;4;1;1;2;1;1;2;1;1
Kupplungssatz;479;19917;38;0,0233;1;3;1;1;2;1;1;0;1;1
Kupplungssatz;479;29990;184;0,113;1;1;1;1;2;1;1;2;1;2
Kupplungssatz;479;18505;17;0,0104;5;4;2;4;2;3;1;1;3;1
Kupplungssatz;479;1847;1;0,0006;0;1;0;1;2;0;0;0;1;4
Kupplungssatz;479;111766;5;0,0031;0;2;2;2;5;0;0;0;2;3
Kupplungssatz;479;14545;3;0,0018;0;1;2;1;2;1;0;1;1;1
Kupplungssatz;479;59;3;0,0018;2;2;1;2;3;0;0;2;2;1
Kupplungssatz;479;15269;3;0,0018;0;2;1;4;2;0;0;0;2;2
Kupplungssatz;479;58528;16;0,0098;1;1;1;1;3;2;1;1;2;1
Kupplungssatz;479;16811;2;0,0012;2;1;0;1;2;2;1;1;1;1
Kupplungssatz;479;134486;6;0,0037;3;3;4;2;1;0;3;0;0;3
Kupplungssatz;479;117927;2;0,0012;3;2;3;2;4;0;0;0;3;4
Kupplungssatz;479;20095;5;0,0031;3;2;2;2;3;1;2;4;2;4
Kupplungssatz;479;33673;282;0,1732;0;3;2;2;3;0;0;0;2;2
Kupplungssatz;479;5202;4;0,0025;1;1;1;1;3;1;1;0;1;1
Kupplungssatz;479;2837;2;0,0012;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;11311;1;0,0006;0;2;0;0;1;1;0;0;0;0
Kupplungssatz;479;138607;9;0,0055;0;1;0;1;2;0;0;0;1;0
Kupplungssatz;479;9427;1;0,0006;1;1;1;1;1;0;0;0;0;0
Kupplungssatz;479;9332;2;0,0012;0;0;2;0;0;0;0;0;0;0
Kupplungssatz;479;3954;4;0,0025;0;2;2;1;2;0;0;2;1;3
Kupplungssatz;479;119485;7;0,0043;2;2;1;1;2;0;0;0;2;2
Kupplungssatz;479;138541;2;0,0012;3;2;3;1;1;0;0;1;0;2
Kupplungssatz;479;55820;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;18901;1;0,0006;2;2;2;1;5;0;0;2;3;2
Kupplungssatz;479;11128;1;0,0006;0;2;0;1;1;0;0;0;1;1
Kupplungssatz;479;122425;1;0,0006;0;2;0;0;8;2;0;2;2;0
Kupplungssatz;479;30330;4;0,0025;0;2;1;1;2;0;0;0;2;2
Kupplungssatz;479;5569;1;0,0006;1;1;0;1;1;0;0;1;1;1
Kupplungssatz;479;30738;3;0,0018;2;3;2;1;4;0;2;2;2;4
Kupplungssatz;479;9067;4;0,0025;0;1;2;1;1;1;0;0;1;1
Kupplungssatz;479;129824;1;0,0006;0;2;0;1;1;0;0;0;0;1
Kupplungssatz;479;134610;2;0,0012;1;2;0;3;8;0;2;0;2;3
Kupplungssatz;479;27778;1;0,0006;0;1;1;0;3;1;1;1;1;0
Kupplungssatz;479;136292;3;0,0018;0;1;1;1;5;0;0;0;0;2
Kupplungssatz;479;100842;2;0,0012;2;2;1;1;1;0;1;2;2;2
Kupplungssatz;479;116203;20;0,0123;0;5;0;3;2;0;0;1;2;3
Kupplungssatz;479;25489;10;0,0061;1;3;2;2;3;0;0;2;3;2
Kupplungssatz;479;138796;1;0,0006;0;1;1;1;0;0;1;0;0;1
Kupplungssatz;479;19526;4;0,0025;3;2;2;2;3;1;0;3;3;3
Kupplungssatz;479;137264;8;0,0049;0;2;1;1;2;0;0;0;2;2
Kupplungssatz;479;20623;41;0,0252;1;1;1;0;3;1;2;1;1;1
Kupplungssatz;479;13972;1;0,0006;2;5;0;0;3;1;0;1;3;3
Kupplungssatz;479;12606;15;0,0092;2;2;2;4;0;1;2;1;2;1
Kupplungssatz;479;32111;16;0,0098;2;1;0;2;0;1;0;0;0;1
Kupplungssatz;479;114567;4;0,0025;1;1;1;1;1;1;1;0;0;0
Kupplungssatz;479;141803;1;0,0006;0;0;0;1;2;0;0;0;0;2
Kupplungssatz;479;17785;4;0,0025;1;4;2;1;3;0;0;4;2;1
Kupplungssatz;479;5828;4;0,0025;2;2;1;2;1;0;0;2;2;2
Kupplungssatz;479;59488;13;0,008;0;2;0;1;4;0;2;0;2;4
Kupplungssatz;479;18903;13;0,008;3;4;1;2;4;2;0;0;3;4
Kupplungssatz;479;326;4;0,0025;3;7;2;5;5;0;3;2;3;9
Kupplungssatz;479;107752;3;0,0018;3;3;2;3;4;0;2;0;5;3
Kupplungssatz;479;158719;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;128300;4;0,0025;0;5;0;3;2;0;0;0;1;2
Kupplungssatz;479;4062;1;0,0006;0;1;1;1;4;2;1;1;1;1
Kupplungssatz;479;12065;3;0,0018;1;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;16986;3;0,0018;1;0;1;1;1;3;0;1;1;1
Kupplungssatz;479;1087;2;0,0012;2;1;2;1;3;0;0;1;1;1
Kupplungssatz;479;6649;4;0,0025;2;4;2;3;0;2;2;0;2;3
Kupplungssatz;479;58809;3;0,0018;0;2;3;1;5;0;1;0;2;2
Kupplungssatz;479;28584;3;0,0018;4;3;2;3;2;2;2;1;2;3
Kupplungssatz;479;61;3;0,0018;2;2;1;2;3;0;0;2;2;1
Kupplungssatz;479;9809;1;0,0006;1;4;2;1;1;1;1;2;1;1
Kupplungssatz;479;140109;2;0,0012;0;2;1;1;1;0;0;0;0;1
Kupplungssatz;479;34164;1;0,0006;1;1;1;1;2;1;0;1;1;2
Kupplungssatz;479;101113;3;0,0018;4;5;6;8;2;1;3;2;5;5
Kupplungssatz;479;23267;85;0,0522;1;3;3;2;7;0;2;3;5;4
Kupplungssatz;479;115207;27;0,0166;1;8;1;2;3;0;0;0;2;2
Kupplungssatz;479;116677;1;0,0006;0;0;0;0;1;0;0;0;0;2
Kupplungssatz;479;115489;20;0,0123;1;4;1;2;1;1;2;0;2;2
Kupplungssatz;479;18260;55;0,0338;2;4;2;2;4;0;0;1;4;3
Kupplungssatz;479;11172;44;0,027;2;2;2;2;8;1;1;2;2;3
Kupplungssatz;479;17580;3;0,0018;2;2;3;2;2;1;1;0;2;2
Kupplungssatz;479;113448;8;0,0049;1;1;1;1;1;0;1;1;0;1
Kupplungssatz;479;17847;8;0,0049;0;2;2;2;1;0;0;0;2;4
Kupplungssatz;479;2864;2;0,0012;0;1;2;1;1;0;0;2;0;0
Kupplungssatz;479;136293;1;0,0006;0;1;1;1;1;0;0;0;0;1
Kupplungssatz;479;24561;8;0,0049;1;2;0;1;1;0;0;0;0;0
Kupplungssatz;479;23395;13;0,008;0;2;0;2;1;1;0;0;0;1
Kupplungssatz;479;12516;15;0,0092;3;3;4;3;3;0;2;2;5;6
Kupplungssatz;479;118542;8;0,0049;0;1;0;1;0;0;0;0;0;1
Kupplungssatz;479;57176;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;133818;1;0,0006;1;0;0;1;0;0;1;0;0;0
Kupplungssatz;479;8802;5;0,0031;0;5;1;1;2;0;0;1;1;2
Kupplungssatz;479;20079;4;0,0025;3;2;2;2;3;1;0;3;2;3
Kupplungssatz;479;3929;7;0,0043;1;1;2;1;3;1;0;1;1;2
Kupplungssatz;479;16834;2;0,0012;2;2;1;1;4;2;0;1;2;3
Kupplungssatz;479;17194;7;0,0043;2;1;1;3;1;2;1;0;0;1
Kupplungssatz;479;22464;9;0,0055;1;3;0;1;1;1;1;0;0;0
Kupplungssatz;479;108157;3;0,0018;0;3;1;1;1;0;1;0;1;2
Kupplungssatz;479;55853;3;0,0018;0;0;2;1;0;0;0;0;0;0
Kupplungssatz;479;30977;3;0,0018;1;3;0;1;1;0;0;0;1;3
Kupplungssatz;479;108305;1;0,0006;0;0;0;0;0;1;0;0;0;1
Kupplungssatz;479;29;2;0,0012;0;2;1;0;1;0;0;0;1;1
Kupplungssatz;479;19216;8;0,0049;1;2;1;2;2;1;1;2;1;1
Kupplungssatz;479;1616;2;0,0012;2;1;0;1;1;0;0;1;1;1
Kupplungssatz;479;15811;1;0,0006;3;3;4;3;2;1;0;3;4;4
Kupplungssatz;479;30942;36;0,0221;3;3;3;3;4;0;1;3;3;3
Kupplungssatz;479;13198;12;0,0074;0;1;0;0;2;0;0;0;0;2
Kupplungssatz;479;33153;2;0,0012;4;5;0;6;1;1;1;1;0;5
Kupplungssatz;479;16918;2;0,0012;0;4;2;0;3;0;0;0;2;4
Kupplungssatz;479;28745;2;0,0012;2;2;1;0;2;2;0;2;2;2
Kupplungssatz;479;138657;34;0,0209;2;3;2;3;4;0;2;0;3;4
Kupplungssatz;479;17823;2;0,0012;2;5;3;5;7;0;0;0;4;2
Kupplungssatz;479;114871;1;0,0006;0;5;1;3;2;0;0;0;2;5
Kupplungssatz;479;25464;5;0,0031;2;2;1;2;2;2;1;0;1;1
Kupplungssatz;479;2729;1;0,0006;1;1;1;0;1;0;0;0;1;1
Kupplungssatz;479;26645;3;0,0018;3;4;0;2;2;1;2;0;2;0
Kupplungssatz;479;11508;1;0,0006;2;2;2;3;2;0;0;0;2;2
Kupplungssatz;479;27162;1;0,0006;1;1;0;0;0;0;0;0;0;1
Kupplungssatz;479;136000;1;0,0006;0;3;0;4;0;0;0;0;2;4
Kupplungssatz;479;16323;5;0,0031;0;2;1;1;2;0;0;0;1;2
Kupplungssatz;479;28486;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;19287;1;0,0006;6;6;5;6;6;0;0;7;7;6
Kupplungssatz;479;3229;1;0,0006;0;1;1;1;1;2;0;1;1;0
Kupplungssatz;479;126414;44;0,027;0;3;2;3;3;0;0;0;3;5
Kupplungssatz;479;4060;2;0,0012;1;1;1;1;2;2;1;2;1;1
Kupplungssatz;479;5717;8;0,0049;0;4;6;3;5;1;1;4;3;4
Kupplungssatz;479;5220;16;0,0098;1;2;2;2;3;3;0;3;2;1
Kupplungssatz;479;131412;23;0,0141;1;1;1;1;3;1;1;1;1;1
Kupplungssatz;479;33016;163;0,1001;2;3;2;1;2;1;2;0;1;2
Kupplungssatz;479;4471;1;0,0006;4;5;3;3;3;3;1;1;4;6
Kupplungssatz;479;8715;3;0,0018;3;2;0;1;0;2;0;0;0;0
Kupplungssatz;479;853;31;0,019;2;2;2;2;5;0;1;1;2;2
Kupplungssatz;479;9814;2;0,0012;1;2;1;1;2;1;1;1;1;1
Kupplungssatz;479;18380;6;0,0037;1;2;1;1;2;1;1;2;1;1
Kupplungssatz;479;145196;10;0,0061;0;2;0;2;2;0;1;0;3;3
Kupplungssatz;479;114870;2;0,0012;0;5;1;3;3;0;0;0;2;5
Kupplungssatz;479;57456;66;0,0405;0;3;0;2;2;0;1;0;1;2
Kupplungssatz;479;9521;2;0,0012;1;1;1;1;1;2;1;1;1;1
Kupplungssatz;479;107761;27;0,0166;0;3;2;2;4;0;0;0;2;3
Kupplungssatz;479;19106;3;0,0018;0;1;0;1;2;0;0;0;1;1
Kupplungssatz;479;12957;3;0,0018;0;1;1;1;1;0;0;0;0;2
Kupplungssatz;479;20539;11;0,0068;0;1;1;1;1;0;0;0;0;0
Kupplungssatz;479;6763;1;0,0006;2;0;0;1;1;2;0;0;1;0
Kupplungssatz;479;51968;1;0,0006;0;2;0;2;3;0;0;0;2;2
Kupplungssatz;479;17807;22;0,0135;1;2;1;2;3;1;0;2;1;1
Kupplungssatz;479;115174;2;0,0012;1;4;2;4;3;1;2;0;2;4
Kupplungssatz;479;32071;8;0,0049;0;2;2;2;2;0;0;0;2;4
Kupplungssatz;479;118024;4;0,0025;0;2;0;2;3;0;1;0;1;1
Kupplungssatz;479;58284;1;0,0006;0;2;1;1;3;0;1;0;0;2
Kupplungssatz;479;145820;9;0,0055;0;0;2;0;2;0;0;0;0;0
Kupplungssatz;479;15109;72;0,0442;1;1;0;1;2;1;0;3;1;1
Kupplungssatz;479;27584;86;0,0528;1;1;2;1;2;1;2;3;1;2
Kupplungssatz;479;119704;1;0,0006;0;0;1;0;0;1;0;0;0;0
Kupplungssatz;479;56730;42;0,0258;2;2;1;2;4;1;2;2;3;2
Kupplungssatz;479;112374;5;0,0031;3;2;2;2;4;0;0;0;3;4
Kupplungssatz;479;16508;2;0,0012;0;1;1;1;0;1;1;2;0;0
Kupplungssatz;479;33780;19;0,0117;1;1;1;1;4;1;1;2;1;2
Kupplungssatz;479;124950;4;0,0025;2;2;1;2;2;0;0;0;0;2
Kupplungssatz;479;114890;1;0,0006;0;4;0;1;0;0;0;0;0;1
Kupplungssatz;479;17514;1;0,0006;8;5;6;5;4;1;1;5;5;5
Kupplungssatz;479;9698;3;0,0018;2;3;3;3;3;0;2;2;5;6
Kupplungssatz;479;59263;18;0,0111;2;2;0;2;1;0;0;1;0;3
Kupplungssatz;479;4772;5;0,0031;1;1;1;1;4;1;1;2;1;2
Kupplungssatz;479;15756;5;0,0031;3;2;2;2;5;0;2;2;3;3
Kupplungssatz;479;18221;1;0,0006;0;2;2;2;1;0;0;0;2;2
Kupplungssatz;479;1737;1;0,0006;1;1;1;0;2;0;0;1;1;1
Kupplungssatz;479;120723;1;0,0006;0;1;0;2;1;1;0;0;0;2
Kupplungssatz;479;2322;1;0,0006;1;2;0;2;4;1;0;1;1;1
Kupplungssatz;479;20060;7;0,0043;3;2;2;2;3;1;0;3;3;3
Kupplungssatz;479;4537;14;0,0086;1;1;2;1;1;1;0;1;1;1
Kupplungssatz;479;18144;4;0,0025;0;0;0;0;4;0;0;0;0;2
Kupplungssatz;479;130738;3;0,0018;1;2;1;0;2;0;0;0;2;2
Kupplungssatz;479;60;6;0,0037;0;3;1;2;2;0;0;0;2;2
Kupplungssatz;479;13949;4;0,0025;3;6;4;3;5;0;1;0;7;5
Kupplungssatz;479;20111;26;0,016;3;4;4;4;7;0;2;2;4;5
Kupplungssatz;479;19211;3;0,0018;1;0;1;1;2;2;0;0;1;1
Kupplungssatz;479;17755;11;0,0068;1;1;1;2;1;1;1;1;0;0
Kupplungssatz;479;57282;146;0,0897;6;4;3;4;4;2;4;4;4;4
Kupplungssatz;479;15452;21;0,0129;0;5;1;4;4;0;0;0;2;3
Kupplungssatz;479;141268;1;0,0006;0;2;0;2;0;0;0;0;0;2
Kupplungssatz;479;31148;8;0,0049;2;2;3;2;5;1;2;2;2;1
Kupplungssatz;479;31080;9;0,0055;1;1;1;1;1;0;0;1;1;1
Kupplungssatz;479;1859975;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;9987;1;0,0006;3;4;0;4;3;0;0;1;4;0
Kupplungssatz;479;4048;1;0,0006;1;1;1;1;2;0;0;1;1;1
Kupplungssatz;479;59719;34;0,0209;8;9;4;6;7;2;5;2;7;6
Kupplungssatz;479;12243;1;0,0006;1;6;6;4;10;1;0;4;5;5
Kupplungssatz;479;18312;29;0,0178;2;2;2;2;2;1;2;2;2;3
Kupplungssatz;479;4959;1;0,0006;5;4;2;4;3;3;2;1;3;0
Kupplungssatz;479;5855;79;0,0485;7;6;1;4;7;3;3;3;5;5
Kupplungssatz;479;18277;1;0,0006;2;1;0;2;1;0;1;0;0;1
Kupplungssatz;479;28592;5;0,0031;0;2;1;1;1;0;0;1;1;1
Kupplungssatz;479;14810;34;0,0209;3;6;0;4;8;0;0;0;4;5
Kupplungssatz;479;8935;2;0,0012;3;1;1;1;2;1;1;2;1;1
Kupplungssatz;479;147852;4;0,0025;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;19633;2;0,0012;2;2;1;0;2;0;0;0;0;2
Kupplungssatz;479;19984;6;0,0037;1;1;1;0;3;2;0;1;0;2
Kupplungssatz;479;412;5;0,0031;0;3;3;0;0;0;0;0;0;4
Kupplungssatz;479;26914;3;0,0018;0;2;1;2;4;0;0;1;0;3
Kupplungssatz;479;26495;1;0,0006;1;2;0;1;5;1;1;0;2;2
Kupplungssatz;479;126214;32;0,0197;0;0;1;0;1;0;0;0;0;2
Kupplungssatz;479;55712;3;0,0018;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;146313;2;0,0012;0;1;1;0;2;0;0;0;1;1
Kupplungssatz;479;16096;1;0,0006;0;1;0;0;0;0;0;0;0;1
Kupplungssatz;479;2470;3;0,0018;1;1;0;0;1;0;0;1;1;2
Kupplungssatz;479;16381;50;0,0307;1;3;0;1;1;1;1;1;1;1
Kupplungssatz;479;16331;87;0,0534;1;2;1;1;3;1;1;2;2;2
Kupplungssatz;479;29717;10;0,0061;3;5;0;1;5;2;1;1;3;4
Kupplungssatz;479;15101;9;0,0055;1;1;1;1;4;1;1;1;1;2
Kupplungssatz;479;19844;8;0,0049;0;1;2;1;2;0;0;0;1;1
Kupplungssatz;479;135552;1;0,0006;2;2;0;1;0;0;0;0;0;1
Kupplungssatz;479;59602;26;0,016;2;5;1;2;3;1;2;2;0;1
Kupplungssatz;479;3419;2;0,0012;1;1;1;1;2;1;1;3;1;0
Kupplungssatz;479;4620;2;0,0012;1;3;4;1;4;0;0;2;2;2
Kupplungssatz;479;32589;6;0,0037;1;1;1;1;2;1;1;2;1;2
Kupplungssatz;479;57464;14;0,0086;2;2;1;1;2;0;1;2;2;2
Kupplungssatz;479;132341;6;0,0037;0;1;0;3;7;0;0;0;0;3
Kupplungssatz;479;19924;11;0,0068;3;2;1;2;3;1;2;3;2;3
Kupplungssatz;479;19865;6;0,0037;2;2;3;2;2;1;2;3;2;3
Kupplungssatz;479;118960;1;0,0006;0;1;1;0;1;0;1;0;0;1
Kupplungssatz;479;18039;51;0,0313;3;3;1;1;1;1;1;2;1;1
Kupplungssatz;479;143002;6;0,0037;1;3;0;2;7;1;2;0;2;2
Kupplungssatz;479;17268;3;0,0018;0;1;0;1;1;0;0;0;0;1
Kupplungssatz;479;5354;2;0,0012;0;1;1;1;1;1;0;1;1;1
Kupplungssatz;479;157429;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;58800;4;0,0025;0;2;1;2;3;0;1;0;0;3
Kupplungssatz;479;58545;25;0,0154;2;3;2;3;5;0;2;2;1;3
Kupplungssatz;479;139021;32;0,0197;1;1;1;1;1;0;0;0;1;1
Kupplungssatz;479;19697;122;0,0749;1;4;2;1;2;1;1;2;1;2
Kupplungssatz;479;32828;2;0,0012;2;2;1;2;5;3;1;0;2;4
Kupplungssatz;479;1348;1;0,0006;0;1;0;0;0;0;0;0;0;0
Kupplungssatz;479;6263;1;0,0006;1;1;2;0;2;0;0;0;1;0
Kupplungssatz;479;107050;31;0,019;0;3;1;3;3;1;0;0;2;3
Kupplungssatz;479;2568;1;0,0006;0;1;0;0;1;0;0;1;0;1
Kupplungssatz;479;8996;2;0,0012;3;4;4;2;4;0;1;2;2;7
Kupplungssatz;479;127928;3;0,0018;0;3;2;1;5;0;0;0;1;1
Kupplungssatz;479;23308;8;0,0049;5;4;2;4;4;3;3;1;2;2
Kupplungssatz;479;18454;5;0,0031;1;2;1;1;7;1;1;2;2;2
Kupplungssatz;479;14947;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;17891;1;0,0006;1;1;1;1;2;0;0;1;1;0
Kupplungssatz;479;1085;1;0,0006;1;2;1;1;3;0;0;1;2;0
Kupplungssatz;479;137226;4;0,0025;0;3;0;2;2;0;0;0;0;0
Kupplungssatz;479;31055;1;0,0006;0;0;0;0;0;0;0;0;0;0
Kupplungssatz;479;13163;12;0,0074;0;6;2;0;5;0;0;1;2;3
Kupplungssatz;479;133178;1;0,0006;0;1;0;1;0;0;1;0;0;0
Kupplungssatz;479;14790;9;0,0055;1;1;1;1;0;1;1;3;1;1
Kupplungssatz;479;9737;25;0,0154;0;2;2;2;4;0;2;0;3;3
Kupplungssatz;479;648;28;0,0172;1;3;1;1;1;1;0;1;1;1
