GENART;LDATE;LKZ;DLNR;DLNRBEZ;NARTNR;QTY_POS
1561;"2026/2";"Croatia";4389;"MAX";"WST130L";1
1561;"2026/2";"Croatia";4389;"MAX";"WVW158L";2
1561;"2026/2";"Croatia";4721;"MIRAGLIO";"301058";1
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103108600";3
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103886000";1
1561;"2026/2";"N";95;"MAGNETI MARELLI";"350103647000";1
1561;"2026/2";"EEU";4849;"Ac Rolcar";"018100";1
1561;"2026/2";"EEU";403;"MAXGEAR";"500398";1
1561;"2026/2";"EEU";4585;"DOGA";"100019";1
1561;"2026/2";"EEU";4585;"DOGA";"101155";1
1561;"2026/2";"EEU";4585;"DOGA";"102296";2
1561;"2026/2";"EEU";4849;"Ac Rolcar";"010502";1
1561;"2026/2";"Other";403;"MAXGEAR";"500406";1
1561;"2026/2";"Other";403;"MAXGEAR";"500462";1
1561;"2026/2";"Switzerland";21;"VALEO";"850674";1
1561;"2026/2";"Germany";162;"VAICO";"V107662";4
1561;"2026/2";"EEU";21;"VALEO";"851013";1
1561;"2026/2";"EEU";101;"FEBI BILSTEIN";"175586";1
1561;"2026/2";"SEE";101;"FEBI BILSTEIN";"174328";1
1561;"2026/2";"Austria";4849;"Ac Rolcar";"017509";3
1561;"2026/2";"B";403;"MAXGEAR";"280324";1
1561;"2026/2";"B";4585;"DOGA";"100075";1
1561;"2026/2";"Germany";101;"FEBI BILSTEIN";"184383";3
1561;"2026/2";"Austria";36;"VAN WEZEL";"4919264";3
1561;"2026/2";"West Europe";4721;"MIRAGLIO";"30941";3
1561;"2026/2";"Austria";403;"MAXGEAR";"280144";1
1561;"2026/2";"N";21;"VALEO";"851099";4
1561;"2026/2";"N";403;"MAXGEAR";"500454";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"4735262";1
1561;"2026/2";"SEE";4720;"PMM";"BI12132L";1
1561;"2026/2";"SEE";4720;"PMM";"BI52274L";1
1561;"2026/2";"SEE";6558;"AIC";"50507";1
1561;"2026/2";"Slovenia";4389;"MAX";"WBM200R";1
1561;"2026/2";"Slovenia";4389;"MAX";"WCT120R";2
1561;"2026/2";"Slovenia";4389;"MAX";"WOP130R";1
1561;"2026/2";"Slovenia";4389;"MAX";"WVW139L";1
1561;"2026/2";"Croatia";95;"MAGNETI MARELLI";"350103170082";1
1561;"2026/2";"SEE";4720;"PMM";"BI62122L";2
1561;"2026/2";"Germany";101;"FEBI BILSTEIN";"193250";7
1561;"2026/2";"Portugal";4719;"LIFT-TEK";"LTVK742L";1
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103148500";4
1561;"2026/2";"Slovenia";6558;"AIC";"53066";1
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60808310";1
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"63200020";2
1561;"2026/2";"Other";95;"MAGNETI MARELLI";"350103329000";1
1561;"2026/2";"Other";101;"FEBI BILSTEIN";"175794";1
1561;"2026/2";"EEU";403;"MAXGEAR";"500856";5
1561;"2026/2";"EEU";4585;"DOGA";"102870";1
1561;"2026/2";"EEU";4849;"Ac Rolcar";"013923";1
1561;"2026/2";"Austria";403;"MAXGEAR";"500282";1
1561;"2026/2";"Slovenia";4585;"DOGA";"101636";1
1561;"2026/2";"Austria";403;"MAXGEAR";"500211";1
1561;"2026/2";"Nordic";4585;"DOGA";"101813";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"4036261";1
1561;"2026/2";"Spain";4585;"DOGA";"100201";1
1561;"2026/2";"West Europe";4585;"DOGA";"100303";2
1561;"2026/2";"West Europe";4585;"DOGA";"100622";1
1561;"2026/2";"West Europe";4585;"DOGA";"101121";1
1561;"2026/2";"West Europe";4585;"DOGA";"101141";1
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103174200";1
1561;"2026/2";"West Europe";36;"VAN WEZEL";"1636262";1
1561;"2026/2";"West Europe";21;"VALEO";"850595";1
1561;"2026/2";"West Europe";403;"MAXGEAR";"280247";1
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"034227";1
1561;"2026/2";"EEU";403;"MAXGEAR";"280247";1
1561;"2026/2";"EEU";403;"MAXGEAR";"500126";1
1561;"2026/2";"B";95;"MAGNETI MARELLI";"350103170089";1
1561;"2026/2";"Romania";403;"MAXGEAR";"500389";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"8239261";4
1561;"2026/2";"Germany";162;"VAICO";"V200657";1
1561;"2026/2";"Germany";4585;"DOGA";"101505";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"7624264";1
1561;"2026/2";"EEU";4585;"DOGA";"101587";1
1561;"2026/2";"Croatia";4585;"DOGA";"100792";1
1561;"2026/2";"West Europe";94;"METZGER AUTOTEILE";"2160011";1
1561;"2026/2";"Portugal";4719;"LIFT-TEK";"LTBM702R";1
1561;"2026/2";"Portugal";4719;"LIFT-TEK";"LTVK39LB";1
1561;"2026/2";"West Europe";21;"VALEO";"850926";1
1561;"2026/2";"Croatia";4389;"MAX";"WZD100R";1
1561;"2026/2";"Croatia";101;"FEBI BILSTEIN";"177827";1
1561;"2026/2";"Nordic";95;"MAGNETI MARELLI";"350103170102";1
1561;"2026/2";"Nordic";403;"MAXGEAR";"500339";1
1561;"2026/2";"Nordic";4849;"Ac Rolcar";"014451";1
1561;"2026/2";"N";403;"MAXGEAR";"500366";1
1561;"2026/2";"N";403;"MAXGEAR";"500377";2
1561;"2026/2";"Germany";4585;"DOGA";"101463";1
1561;"2026/2";"Germany";4849;"Ac Rolcar";"012491";1
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103190800";1
1561;"2026/2";"Germany";21;"VALEO";"850554";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRRN712L";2
1561;"2026/2";"Switzerland";263;"SEIM";"900557";1
1561;"2026/2";"Switzerland";263;"SEIM";"901081";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRBM706L";4
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRBM706R";4
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRVK717L";6
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"013020";4
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"013548";1
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"014030";3
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"014834";9
1561;"2026/2";"Croatia";4585;"DOGA";"100022";7
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRVK706L";4
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803890";18
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60805850";8
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60816930";10
1561;"2026/2";"Portugal";4585;"DOGA";"101029";14
1561;"2026/2";"Portugal";4585;"DOGA";"101121";24
1561;"2026/2";"Portugal";4585;"DOGA";"101153";5
1561;"2026/2";"Portugal";4585;"DOGA";"101988";5
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60802550";1
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803110";4
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803310";3
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803420";1
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803690";2
1561;"2026/2";"Portugal";35;"LEMFÖRDER";"60803870";2
1561;"2026/2";"Portugal";4585;"DOGA";"101051";10
1561;"2026/2";"Romania";340;"PRASCO";"BM018W024";9
1561;"2026/2";"Romania";340;"PRASCO";"PG530W023";8
1561;"2026/2";"Romania";340;"PRASCO";"VG036W024";16
1561;"2026/2";"Germany";162;"VAICO";"V109843";1
1561;"2026/2";"Germany";36;"VAN WEZEL";"0947261";16
1561;"2026/2";"Croatia";21;"VALEO";"850742";2
1561;"2026/2";"Croatia";21;"VALEO";"851746";1
1561;"2026/2";"Croatia";95;"MAGNETI MARELLI";"350103823000";2
1561;"2026/2";"Croatia";301;"TOPRAN";"108670";9
1561;"2026/2";"Germany";21;"VALEO";"852613";2
1561;"2026/2";"Portugal";4585;"DOGA";"101069";6
1561;"2026/2";"Portugal";4585;"DOGA";"101131";12
1561;"2026/2";"Portugal";4585;"DOGA";"101410";4
1561;"2026/2";"Portugal";4585;"DOGA";"101493";8
1561;"2026/2";"Germany";21;"VALEO";"850112";18
1561;"2026/2";"Balkan";301;"TOPRAN";"102885";43
1561;"2026/2";"Austria";78;"KLOKKERHOLM";"81551806";1
1561;"2026/2";"Austria";4202;"BINDER";"31552111";8
1561;"2026/2";"Balkan";301;"TOPRAN";"502076";1
1561;"2026/2";"Balkan";301;"TOPRAN";"111257";15
1561;"2026/2";"Balkan";4849;"Ac Rolcar";"012253";1
1561;"2026/2";"Portugal";4585;"DOGA";"101942";1
1561;"2026/2";"Portugal";4585;"DOGA";"102022";3
1561;"2026/2";"Portugal";4585;"DOGA";"102221";14
1561;"2026/2";"Portugal";4585;"DOGA";"103036";2
1561;"2026/2";"Portugal";4585;"DOGA";"103108";1
1561;"2026/2";"Portugal";4585;"DOGA";"103213";1
1561;"2026/2";"Portugal";4585;"DOGA";"110047";4
1561;"2026/2";"Portugal";4849;"Ac Rolcar";"018006";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRCT723R";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRRN49L";18
1561;"2026/2";"Austria";21;"VALEO";"851168";3
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRBM708L";12
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRFR56L";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRFT51RB";1
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRPG23L";1
1561;"2026/2";"Serbia";301;"TOPRAN";"102886";15
1561;"2026/2";"Serbia";4849;"Ac Rolcar";"013921";9
1561;"2026/2";"Germany";21;"VALEO";"851102";9
1561;"2026/2";"Germany";4969;"ESEN SKV";"01SKV281";1
1561;"2026/2";"Slovenia";78;"KLOKKERHOLM";"00611804";4
1561;"2026/2";"Germany";162;"VAICO";"V109678";6
1561;"2026/2";"Serbia";301;"TOPRAN";"102888";6
1561;"2026/2";"Serbia";301;"TOPRAN";"107387";2
1561;"2026/2";"Serbia";4585;"DOGA";"100227";5
1561;"2026/2";"Serbia";4585;"DOGA";"100794";1
1561;"2026/2";"Balkan";36;"VAN WEZEL";"5827263";8
1561;"2026/2";"Balkan";301;"TOPRAN";"116937";2
1561;"2026/2";"Germany";21;"VALEO";"850906";6
1561;"2026/2";"West Europe";36;"VAN WEZEL";"0963262";1
1561;"2026/2";"Portugal";301;"TOPRAN";"115382";1
1561;"2026/2";"B";94;"METZGER AUTOTEILE";"2160054";1
1561;"2026/2";"N";36;"VAN WEZEL";"7629262";4
1561;"2026/2";"N";95;"MAGNETI MARELLI";"350103743000";3
1561;"2026/2";"Croatia";21;"VALEO";"850698";7
1561;"2026/2";"Croatia";21;"VALEO";"850852";2
1561;"2026/2";"Croatia";21;"VALEO";"851099";1
1561;"2026/2";"Croatia";95;"MAGNETI MARELLI";"350103919000";10
1561;"2026/2";"Croatia";263;"SEIM";"901469";3
1561;"2026/2";"Croatia";263;"SEIM";"901811";2
1561;"2026/2";"Croatia";4585;"DOGA";"101378";1
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"013918";1
1561;"2026/2";"West Europe";4849;"Ac Rolcar";"014930";4
1561;"2026/2";"Croatia";234;"ERA";"490163";1
1561;"2026/2";"Germany";21;"VALEO";"850876";5
1561;"2026/2";"Germany";35;"LEMFÖRDER";"60803170";2
1561;"2026/2";"Germany";35;"LEMFÖRDER";"60806420";1
1561;"2026/2";"Germany";94;"METZGER AUTOTEILE";"2160558";1
1561;"2026/2";"Germany";95;"MAGNETI MARELLI";"350103208200";1
1561;"2026/2";"Germany";162;"VAICO";"V108770";3
1561;"2026/2";"Germany";162;"VAICO";"V250733";4
1561;"2026/2";"Switzerland";263;"SEIM";"960034";2
1561;"2026/2";"Austria";4202;"BINDER";"58602131";2
1561;"2026/2";"Germany";21;"VALEO";"850403";14
1561;"2026/2";"Germany";21;"VALEO";"850659";20
1561;"2026/2";"Portugal";101;"FEBI BILSTEIN";"176488";9
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRME708R";3
1561;"2026/2";"N";162;"VAICO";"V106312";1
1561;"2026/2";"Slovenia";36;"VAN WEZEL";"5776262";6
1561;"2026/2";"Switzerland";21;"VALEO";"850922";4
1561;"2026/2";"Switzerland";36;"VAN WEZEL";"1624228";16
1561;"2026/2";"Switzerland";36;"VAN WEZEL";"4328262";1
1561;"2026/2";"Switzerland";36;"VAN WEZEL";"5892262";2
1561;"2026/2";"Austria";21;"VALEO";"851713";1
1561;"2026/2";"Switzerland";36;"VAN WEZEL";"0325264";2
1561;"2026/2";"Switzerland";36;"VAN WEZEL";"4348265";1
1561;"2026/2";"Switzerland";21;"VALEO";"850112";8
1561;"2026/2";"Switzerland";21;"VALEO";"850360";3
1561;"2026/2";"Austria";4202;"BINDER";"17262121";1
1561;"2026/2";"Portugal";4585;"DOGA";"100652";4
1561;"2026/2";"Portugal";101;"FEBI BILSTEIN";"109142";6
1561;"2026/2";"Portugal";162;"VAICO";"V250560";1
1561;"2026/2";"Slovenia";21;"VALEO";"851452";1
1561;"2026/2";"West Europe";36;"VAN WEZEL";"1717262";3
1561;"2026/2";"West Europe";101;"FEBI BILSTEIN";"176488";3
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRBM704L";2
1561;"2026/2";"Portugal";4603;"ELECTRIC LIFE";"ZRFT909L";4
